vehicle_id,wait_time
0,0.0
2,0.0
4,0.0
9,0.0
11,0.0
16,0.0
24,0.0
27,90300.0
30,66265.0
31,79872.0
38,0.0
43,0.0
45,0.0
46,15.0
48,0.0
44,0.0
47,21.0
53,0.0
56,0.0
69,78563.0
75,60038.0
76,0.0
78,0.0
79,0.0
80,31375.0
85,71662.0
88,1.0
90,73592.0
98,0.0
100,102614.0
107,0.0
109,69240.0
112,55881.0
119,0.0
121,107392.0
124,21118.0
127,98053.0
135,0.0
137,0.0
152,0.0
159,105006.0
163,13047.0
179,0.0
193,0.0
197,0.0
215,0.0
232,0.0
244,93516.0
245,0.0
247,3321.0
253,0.0
254,0.0
180,55.0
186,137633.0
260,134578.0
265,137266.0
271,271400.0
281,0.0
293,0.0
307,0.0
313,0.0
315,0.0
329,0.0
330,164969.0
334,206792.0
37,0.0
336,205073.0
337,0.0
339,0.0
278,0.0
190,179401.0
358,21.0
362,0.0
367,0.0
369,35866.0
377,193882.0
378,1.0
382,0.0
384,0.0
388,280278.0
394,1.0
401,0.0
403,69762.0
404,0.0
407,0.0
412,0.0
416,226926.0
427,0.0
440,0.0
444,63817.0
449,280072.0
450,227087.0
451,271785.0
454,96808.0
463,0.0
467,0.0
468,243989.0
473,0.0
484,0.0
501,0.0
510,0.0
526,270935.0
530,0.0
535,313072.0
545,1.0
584,0.0
592,0.0
594,178743.0
599,0.0
615,0.0
622,0.0
625,338827.0
633,0.0
635,0.0
375,106.0
498,3.0
134,102.0
502,0.0
544,15.0
551,45244.0
654,88931.0
657,0.0
534,46.0
655,0.0
660,0.0
661,121076.0
670,0.0
174,0.0
673,0.0
199,45150.0
541,89404.0
681,0.0
705,0.0
719,0.0
726,0.0
727,367121.0
735,0.0
737,0.0
740,161814.0
742,0.0
755,188048.0
759,0.0
763,0.0
772,0.0
774,0.0
780,197824.0
782,0.0
783,0.0
785,227267.0
797,0.0
799,0.0
800,0.0
813,0.0
817,312627.0
825,225236.0
834,0.0
840,0.0
843,310490.0
858,0.0
876,0.0
896,0.0
898,0.0
900,0.0
901,0.0
904,0.0
909,0.0
914,0.0
916,0.0
929,0.0
943,402036.0
954,0.0
955,6.0
961,372345.0
962,0.0
966,210776.0
968,0.0
973,338899.0
566,89404.0
981,0.0
983,0.0
603,43956.0
686,88810.0
689,133088.0
754,0.0
837,0.0
857,45150.0
1003,0.0
1014,0.0
1027,0.0
1036,285886.0
1038,0.0
1040,0.0
1050,0.0
1051,0.0
1065,0.0
1076,15.0
1082,0.0
1086,3.0
1112,0.0
1114,0.0
1133,0.0
1134,313559.0
1139,0.0
1153,0.0
1158,0.0
1162,345844.0
1167,220138.0
1170,0.0
1183,0.0
1186,0.0
1189,263360.0
1196,0.0
1197,0.0
1198,351570.0
1201,0.0
1205,0.0
1207,0.0
1212,223462.0
1235,305037.0
1238,0.0
1239,264676.0
1246,0.0
1251,0.0
1256,350069.0
1275,0.0
204,88242.0
638,0.0
1292,326587.0
644,0.0
1293,364870.0
819,87346.0
1057,45150.0
851,43365.0
1303,307559.0
1309,0.0
1313,365392.0
1314,0.0
1320,0.0
1328,3.0
1334,0.0
1339,0.0
1346,0.0
1348,0.0
1369,0.0
1370,0.0
1367,0.0
1376,0.0
1382,0.0
1389,0.0
1396,0.0
1408,348115.0
1422,45150.0
1426,0.0
1431,0.0
1432,0.0
1434,0.0
1439,397281.0
1443,0.0
1448,44859.0
1451,0.0
1454,316910.0
1456,400572.0
1486,397602.0
1503,0.0
1508,0.0
1530,0.0
1534,0.0
1535,0.0
1537,0.0
1545,378538.0
1551,0.0
1556,0.0
1560,0.0
1565,0.0
1567,0.0
1570,0.0
1571,0.0
1575,371446.0
1578,0.0
1583,412655.0
1584,0.0
1590,0.0
1594,478549.0
875,42779.0
1316,45150.0
1604,0.0
1613,440875.0
1620,0.0
1632,435394.0
1634,0.0
1645,0.0
1649,0.0
1652,0.0
1671,0.0
1684,10.0
1685,441757.0
1697,0.0
1702,460931.0
1709,479832.0
1715,0.0
1732,475267.0
1733,0.0
1738,3.0
1758,0.0
1761,0.0
1765,275094.0
1776,447016.0
1786,0.0
1791,443965.0
1792,515742.0
1794,0.0
1803,560494.0
1807,0.0
1818,0.0
1826,0.0
1827,0.0
1836,0.0
1837,474199.0
1843,0.0
1845,0.0
1849,0.0
1854,513193.0
1858,0.0
1862,0.0
1869,6.0
1880,0.0
1884,28.0
1895,0.0
1415,44308.0
1899,0.0
213,43799.0
878,0.0
886,0.0
908,45195.0
999,45171.0
1910,0.0
1528,3.0
1562,6.0
1117,90300.0
1918,0.0
1592,87926.0
1919,0.0
1920,471023.0
1934,573347.0
1935,554041.0
1937,0.0
1936,552849.0
1938,0.0
1942,0.0
1954,474314.0
1956,0.0
1963,543369.0
1976,6.0
1977,280946.0
1978,0.0
1979,322656.0
1982,0.0
1992,0.0
2002,0.0
2004,0.0
2012,0.0
2031,0.0
2037,0.0
2047,358647.0
2057,583202.0
2060,759537.0
2070,0.0
2073,516889.0
2091,0.0
2092,0.0
2096,0.0
2100,553927.0
2102,0.0
2105,657254.0
2108,0.0
2123,402100.0
2125,0.0
2129,0.0
2157,0.0
2170,0.0
2178,0.0
2183,0.0
2196,0.0
2214,581268.0
1664,177950.0
2216,0.0
1132,43675.0
1717,3.0
1730,133957.0
2227,0.0
2231,540794.0
2232,0.0
2284,0.0
2298,527000.0
2300,0.0
2303,0.0
2313,679655.0
2315,0.0
2323,0.0
2327,0.0
2333,0.0
2340,0.0
2347,0.0
2364,0.0
2376,0.0
2380,0.0
2383,0.0
2389,0.0
2391,708286.0
2396,603836.0
2397,513803.0
2406,0.0
2411,0.0
2414,0.0
2433,0.0
2434,668337.0
2436,0.0
2437,3.0
2459,740877.0
2468,0.0
2473,398402.0
2475,82777.0
2474,0.0
2478,0.0
2484,0.0
2497,0.0
2499,595138.0
2501,0.0
2504,593124.0
2509,45150.0
1802,45150.0
350,45150.0
2524,0.0
418,45150.0
2532,823357.0
2543,0.0
2545,0.0
2399,783385.0
2556,905531.0
2485,0.0
2496,0.0
2541,0.0
2572,0.0
2595,67321.0
2597,67556.0
2605,0.0
2606,0.0
2612,0.0
2621,651462.0
2623,564760.0
2632,416902.0
2636,648527.0
2645,55371.0
2647,0.0
2649,0.0
2650,456877.0
2651,0.0
2655,645238.0
2662,492201.0
2677,0.0
2679,0.0
2697,0.0
2722,0.0
2733,0.0
2737,0.0
2740,0.0
2752,916242.0
2754,0.0
2776,914386.0
2777,38791.0
2790,0.0
2793,912764.0
2796,41548.0
1904,45150.0
445,45150.0
1178,89424.0
2851,0.0
2856,0.0
2857,944821.0
2865,0.0
2896,0.0
2899,0.0
2904,0.0
2908,0.0
2910,63888.0
2930,534560.0
2933,495873.0
2943,0.0
2944,0.0
2945,971927.0
2955,56318.0
2957,0.0
2968,602321.0
2970,0.0
2980,0.0
2981,0.0
2982,52164.0
2983,0.0
2995,0.0
2997,617053.0
3002,650488.0
3003,0.0
3010,0.0
3011,0.0
3023,0.0
3053,0.0
3061,658764.0
3064,639768.0
3065,0.0
3076,0.0
3083,0.0
3103,0.0
3104,0.0
3111,605750.0
3114,0.0
1927,89751.0
3124,0.0
3129,0.0
2147,88833.0
3140,671605.0
2182,45150.0
3179,0.0
3190,986079.0
3199,0.0
3201,0.0
3206,0.0
3227,13530.0
3232,626450.0
3247,0.0
3258,649394.0
3278,0.0
3279,731057.0
3283,6105.0
3293,4278.0
3305,1006686.0
3306,0.0
3307,0.0
3312,0.0
3322,1711.0
3337,0.0
3341,705476.0
3345,701572.0
3354,0.0
3360,0.0
3364,0.0
3367,0.0
3389,0.0
3393,0.0
3395,1041509.0
3398,0.0
3420,0.0
3426,0.0
3428,3.0
3429,0.0
2248,89439.0
458,45150.0
3463,0.0
3465,724333.0
3467,0.0
3470,764185.0
3477,680173.0
3484,0.0
3487,721306.0
3489,0.0
3493,0.0
3495,693103.0
3504,0.0
3521,0.0
3547,0.0
3548,753921.0
3557,0.0
3574,0.0
3585,0.0
3588,0.0
3589,607788.0
2265,89718.0
462,0.0
562,9.0
1194,45150.0
1211,89403.0
2282,89105.0
1265,1.0
1267,88515.0
2305,6.0
2306,45150.0
1301,44916.0
2342,44253.0
1852,0.0
1860,45205.0
2378,0.0
2589,36.0
2690,43741.0
1921,90037.0
2018,0.0
2140,89722.0
569,45150.0
2753,45150.0
2619,998813.0
2873,1.0
2884,89157.0
2911,1.0
2924,43365.0
2934,45150.0
2685,1.0
2698,0.0
2701,0.0
2725,0.0
2726,0.0
2734,866864.0
2960,1.0
2962,90000.0
2963,1.0
3001,135150.0
3055,0.0
617,45150.0
3120,178266.0
2743,958894.0
3013,0.0
3123,0.0
3215,0.0
3243,0.0
3271,0.0
3432,0.0
3586,0.0
653,45150.0
2201,45150.0
3160,3.0
2288,87351.0
3224,221627.0
3263,178858.0
2289,0.0
2428,45150.0
713,66.0
3373,177388.0
2513,44552.0
805,45150.0
2517,44254.0
865,45150.0
3496,45150.0
972,45150.0
3522,45150.0
2559,2.0
2564,44551.0
2618,45151.0
977,88871.0
1004,45152.0
2916,44557.0
2917,1.0
2939,0.0
1016,0.0
1294,4.0
2958,1.0
1416,133663.0
3197,44253.0
3407,43661.0
89,0.0
120,130147.0
1600,0.0
1608,45150.0
1615,45150.0
3427,0.0
188,0.0
220,0.0
346,0.0
348,0.0
453,0.0
275,45150.0
459,0.0
480,1.0
492,3.0
505,173526.0
1656,0.0
1661,45165.0
279,90000.0
148,45150.0
3443,43072.0
3459,88810.0
3500,1.0
516,85620.0
347,36.0
410,55.0
628,36.0
639,66.0
677,45.0
715,93563.0
308,41671.0
353,41406.0
641,43676.0
752,0.0
844,134253.0
417,20761.0
428,20581.0
475,141410.0
1686,1.0
801,0.0
811,0.0
889,43956.0
1058,0.0
927,90001.0
1104,87025.0
494,164777.0
1151,0.0
1160,45150.0
158,44253.0
1882,45150.0
960,15.0
1216,90306.0
987,0.0
126,1.0
1007,82724.0
642,129226.0
1012,0.0
1269,0.0
1363,1.0
1450,80976.0
1961,45178.0
198,0.0
1306,44552.0
210,0.0
1542,90300.0
246,42196.0
1546,1.0
1555,89701.0
669,116083.0
2044,7.0
1520,0.0
1624,4.0
1705,4.0
2138,45.0
1623,90308.0
1739,0.0
1743,45198.0
1723,0.0
1728,134335.0
280,44850.0
1808,89477.0
2169,90306.0
716,0.0
836,0.0
853,131694.0
911,157549.0
1823,0.0
1824,41936.0
1945,90254.0
2193,89785.0
1896,41349.0
1984,86485.0
2029,1.0
2089,77842.0
946,30683.0
965,30706.0
997,13585.0
1109,13119.0
1222,0.0
1295,3136.0
1308,136829.0
2007,0.0
2015,134761.0
429,155.0
500,134582.0
2249,28.0
2189,45165.0
596,179115.0
2320,90346.0
2046,45.0
1393,55.0
2122,55.0
2202,66.0
1496,174471.0
699,223382.0
2225,1.0
2269,0.0
2363,168955.0
2341,90001.0
2494,27.0
2381,45156.0
2641,45166.0
2412,89701.0
2507,10.0
2519,43967.0
732,223070.0
2593,88810.0
1569,160825.0
2762,89127.0
2481,0.0
2514,1.0
2600,10.0
2518,43966.0
821,310122.0
2661,1.0
2773,175877.0
1625,55.0
1679,169830.0
1680,55.0
1797,267692.0
2548,3.0
2822,0.0
2840,1.0
2787,0.0
2847,45150.0
2788,0.0
919,0.0
2811,89403.0
939,133954.0
2552,0.0
2555,0.0
2581,0.0
2789,0.0
2831,0.0
285,87360.0
3007,89701.0
2912,0.0
2915,45150.0
3038,1.0
3146,0.0
3174,265052.0
1034,0.0
1066,1.0
3189,90300.0
1110,219692.0
3008,0.0
3090,45150.0
1876,164634.0
398,44562.0
543,89416.0
1941,173593.0
1129,88028.0
3235,88910.0
2952,45150.0
1142,219275.0
1203,174435.0
3108,40755.0
3109,0.0
3259,130770.0
3255,0.0
3339,175360.0
3082,3.0
3311,90000.0
1350,175902.0
3122,45150.0
3455,134850.0
3473,43365.0
3475,43071.0
1387,0.0
1471,174992.0
3524,42486.0
3555,87636.0
1991,55.0
2150,159527.0
3315,90300.0
2190,55.0
2280,66.0
3580,21.0
1591,129034.0
2291,55.0
2296,104802.0
2310,55.0
2326,133980.0
3343,44905.0
1696,0.0
1741,87955.0
230,0.0
328,21.0
426,1.0
531,81196.0
3230,45151.0
3431,0.0
3450,45.0
1757,0.0
1806,43703.0
3498,0.0
302,39904.0
3538,130174.0
574,0.0
618,36046.0
2427,120320.0
2429,91.0
3244,4.0
741,90604.0
2515,246.0
3379,2.0
1900,32.0
3488,7.0
571,10.0
3593,45161.0
2525,204.0
1916,21.0
2549,179212.0
580,0.0
2010,0.0
439,0.0
2016,1.0
2062,0.0
2088,0.0
2153,0.0
2222,0.0
491,0.0
2281,1.0
706,0.0
508,0.0
2354,0.0
2371,0.0
2401,0.0
514,0.0
645,0.0
2453,0.0
2560,0.0
692,0.0
2705,0.0
751,0.0
2713,0.0
2739,0.0
2794,0.0
790,0.0
848,0.0
2814,0.0
3009,3.0
945,0.0
956,0.0
2665,55.0
3019,55.0
2669,78.0
807,0.0
1000,0.0
3046,28.0
905,0.0
1041,23220.0
3057,0.0
3058,0.0
1094,0.0
1008,61738.0
1174,62706.0
3062,62218.0
1206,151497.0
3074,106449.0
3093,0.0
3119,151854.0
2764,145146.0
748,43913.0
769,45450.0
305,45150.0
1037,0.0
781,1.0
812,0.0
1187,36132.0
931,45153.0
2829,55.0
2940,172177.0
1286,501.0
321,633.0
2965,90936.0
953,21.0
3132,135274.0
345,45270.0
967,0.0
1084,1.0
1105,90078.0
3143,134055.0
1358,0.0
1107,0.0
1519,45150.0
1116,88810.0
565,43660.0
3301,0.0
595,88515.0
3352,0.0
3353,133663.0
2991,0.0
3117,137357.0
1124,45150.0
860,0.0
3434,0.0
3442,0.0
893,45150.0
3490,89440.0
3155,123361.0
3184,130424.0
1202,0.0
1218,1.0
1287,0.0
1333,45150.0
1547,45197.0
897,44856.0
3520,44552.0
1383,0.0
1617,45150.0
1660,45162.0
1089,45150.0
3597,0.0
1296,0.0
1355,90001.0
1412,136734.0
1108,90300.0
1759,45207.0
1518,89756.0
1669,45205.0
1870,90350.0
3285,87238.0
1789,90055.0
3365,28.0
3392,45.0
1548,80626.0
1878,0.0
1557,90080.0
1887,0.0
1933,1.0
1839,89721.0
1952,45150.0
1842,89123.0
3412,55.0
3415,67621.0
1146,45711.0
1969,34716.0
3468,133480.0
1893,133763.0
3491,90079.0
3533,55.0
3595,78.0
1985,23708.0
1208,45150.0
1577,0.0
1915,0.0
1627,45186.0
2001,44047.0
2019,1.0
2113,44022.0
2036,45156.0
2334,0.0
2390,0.0
2398,90441.0
2039,0.0
2072,45150.0
1651,0.0
2079,0.0
1727,0.0
2246,45153.0
2266,45150.0
1779,43956.0
2446,0.0
2500,89492.0
256,90391.0
2624,134359.0
2742,0.0
2837,178402.0
1236,45150.0
2274,1.0
2308,0.0
2422,0.0
2553,45150.0
1996,45150.0
2603,0.0
2622,1.0
332,0.0
2660,43393.0
380,0.0
2938,0.0
573,0.0
3029,0.0
3088,0.0
662,133541.0
2684,43366.0
3092,87241.0
2757,41960.0
3161,177191.0
1273,3570.0
788,0.0
903,135853.0
2763,1.0
2802,3.0
3183,0.0
3229,45303.0
1281,44970.0
2895,45241.0
2021,0.0
2116,90306.0
2951,1.0
1331,0.0
1385,90300.0
3072,43957.0
3178,134567.0
3265,133355.0
3282,0.0
3334,178509.0
3409,133660.0
971,90300.0
1464,45165.0
3351,0.0
3424,45150.0
3479,0.0
1476,87056.0
1668,45150.0
3448,87929.0
1100,135072.0
3563,0.0
1687,90300.0
1169,0.0
1191,0.0
1219,45745.0
1250,90300.0
1690,90003.0
2180,45151.0
1291,90630.0
1736,45150.0
2271,1.0
1299,36.0
1799,0.0
2404,0.0
1318,45678.0
1805,1.0
2440,0.0
1831,45585.0
2462,0.0
2508,0.0
2596,0.0
2823,0.0
2975,0.0
3000,0.0
3100,0.0
3158,0.0
3171,0.0
3180,0.0
1841,0.0
3192,45150.0
1343,45480.0
2042,0.0
2238,44253.0
3251,0.0
1444,571.0
2312,0.0
3260,0.0
2415,31.0
3296,1.0
3340,0.0
2482,0.0
2492,1.0
3346,0.0
2565,0.0
2780,0.0
3380,0.0
3418,1.0
2926,0.0
2928,0.0
3453,0.0
3530,0.0
3052,105.0
3558,0.0
3568,0.0
1603,12.0
3599,0.0
1737,0.0
1781,3.0
1890,9.0
3080,0.0
3266,15.0
1939,0.0
2003,1.0
2023,1.0
2052,0.0
3374,3.0
2134,0.0
2211,0.0
3403,0.0
2236,0.0
3464,1.0
2290,0.0
2293,0.0
3471,21.0
2339,0.0
2409,0.0
2458,0.0
2463,0.0
2656,0.0
3543,0.0
2728,0.0
2730,0.0
2758,0.0
2832,0.0
3134,0.0
3329,0.0
3330,0.0
3449,0.0
3451,0.0
3461,0.0
3571,0.0
